username,main_category,subcategory,text_hook,length,views,likes,comments,shares,outlier_multiplier,uploaded_at,ad_link,caption,platform
masterclass,Education,Virtual Classrooms,This technique my friend Snoop Dogg showed me.,27,115700,12000,137,254,5.176733781,2024-03-16,https://www.tiktok.com/@masterclass/video/7346768031747493162,One of our all-time favs: Who else rolls their mint like Snoop? 🍃 #gordonramsay #snoopdogg #cheftok #knifeskills #cookinghacks #masterclass ,tiktok
quizlet,Education,Study Aids & Flashcards,brat summer but i'm not going to the club i'm rotting in bed,,115500,22300,118,2186,5.133333333,2024-06-25,https://www.tiktok.com/@quizlet/photo/7384565975871556910,having a brat summer in theory 🧐 #charliexcx #brat #bratsummer #quizlet ,tiktok
picsolve,Education,AI Study Tools,Nursing & Med School,7,115400,4782,77,172,16.56380078,2023-02-12,https://www.tiktok.com/@picsolve/video/7198942678082604334,Replying to @iamalbert02 #nursing #medschool #picsolve ,tiktok
kineduapp,Education,Early Childhood Learning,There is no text or emojis on this image.,42,115400,381,6,16,126.9526953,2023-02-22,https://www.tiktok.com/@kineduapp/video/7203120850583817478,Our Kinedu Moms love us! Find out why and download Kinedu today! #kinedu,tiktok
blinkist_app,Education,Professional Development,Banned Books Week October 1st - 7th The first week of October Read a banned book,125,114800,1063,54,36,11.14563107,2023-10-01,https://www.tiktok.com/@blinkist_app/video/7285022677612383521,In honor of #BannedBooksWeek we’ve curated a FREE collection of our fav classics that were once banned. Check them out and celebrate books that challenge the norm! #bannedbooks #americanlibraryassociation #letfreedomread ,tiktok
fluentjoy_english,Education,Language Learning,Great-great grandfather Great grandfather Grandfather,20,114700,3088,19,76,7.213836478,2024-05-23,https://www.tiktok.com/@fluentjoy_english/video/7369485907981798672,Do you know these family members? #learnenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #ingleseperitaliani #英語フレーズ #ภาษาอังกฤษวันละคํา #tiengan,tiktok
answer.ai.app,Education,AI Study Tools,Name that teacher,0,114700,660,157,351,25.04366812,2024-11-14,https://www.tiktok.com/@answer.ai.app/photo/7436953648262843678,AI teacher >>> your bald high school teacher #answerai #homeworkhelp #school ,tiktok
lingodeer.app,Education,Language Learning,Charmander literal translation,11,114600,5479,15,7,1.731117825,2022-05-24,https://www.tiktok.com/@lingodeer.app/video/7101149217929825578,"What's charmander in your language? ""Little fire dragon""?🔥#chinese  #japanese  #korean  #Pokemon  #charmander",tiktok
fluenday.japan,Education,Language Learning,"英語フレーズ Chill out! [チル・アウト] （落ち着こう）  ※英会話習得法はInstagramとTwitterで無料解説（プロフへ）  Hey, chill out!",8,114600,3007,16,54,3.951724138,2022-04-28,https://www.tiktok.com/@fluenday.japan/video/7091535319501229314,Chill out! #英語フレーズ #英語 #おすすめのりたい #海外映画 #TikTok教室 #英会話 #英語話せるようになりたい,tiktok
fluentjoy_app,Education,Language Learning,New Email  2  Thank you for considering my request.,17,114500,2700,13,1017,14.31876446,2024-10-18,https://www.tiktok.com/@fluentjoy_app/video/7423570458538200352,How to close a formal email? Learn #businessenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #英語フレーズ #ภาษาอังกฤษวันละคํา #tienganh,tiktok
coursehero,Education,AI Study Tools,Free Course Hero,31,114400,9146,1,7,98.791019,2023-02-07,https://www.tiktok.com/@coursehero/video/7197189736442662187,@primestudent 🤝 Course Hero Get your FREE month of #CourseHero through #Amazon Prime Student - tap the link in our bio to find out how ✨ #studentlife #studentdiscount #studentdeals #collegelife #collegetok #discounttok,tiktok
turbolearn.ai44,Education,AI Study Tools,Is this even legal?,14,114200,4855,32,147,98.10996564,2024-07-29,https://www.tiktok.com/@turbolearn.ai44/video/7396998038427798801,7hours lecture is INSANE 💀💀💀 #studytok #collegelife #university #schoollife #student ,tiktok
pandaiofficial,Education,Exam Preparation,Yes! Nak tahu tak apa rahsia,60,114100,392,5,12,73.28195247,2023-11-24,https://www.tiktok.com/@pandaiofficial/video/7304848582404836613,"Rupanyaa inilah rahsia Mika, korang study macam mana ?",tiktok
brainly,Education,Study Aids & Flashcards,the force of repulsion,27,113800,7089,464,439,11.45560701,2023-04-17,https://www.tiktok.com/@brainly/video/7223133827986623787,🧲👆🤯  #science #sciencefacts #physics #brainly #education #educationaltiktok #edutok #educational #educationalpurposes #teachersoftiktok #sciencetok,tiktok
fluenday.japan,Education,Language Learning,誌めない事が成功への道です！  ※英会話習得法はFluenDayアプリ内で解説（プロフへ）  うん Sure.,60,113700,3838,5,25,3.920689655,2023-04-06,https://www.tiktok.com/@fluenday.japan/video/7218828119652797698,諦めない事が成功への道です！ #おすすめ #tiktok教室 #英語 #英語の勉強 #英会話 #海外 #海外生活 #FluenDay #イケメン #lovestory,tiktok
quizlet,Education,Study Aids & Flashcards,bringing my situationship back to my dorm and kicking my roomie out (again) even though she told me to end it  me,8,113600,27700,267,756,5.048888889,2023-10-20,https://www.tiktok.com/@quizlet/video/7292095546968313131,we’re making ✨good decisions✨ #fyp #situationship #roommates #premingertok #quizlet ,tiktok
fluentjoy_app,Education,Language Learning,Inflation VS Deflation,11,113100,3620,6,113,14.14368786,2023-10-02,https://www.tiktok.com/@fluentjoy_app/video/7283325674654289185,Inflation vs Deflation. Do you know the difference? Learn #businessenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #inglesparabrasileiros #ingleseperitaliani #英語フレーズ  #ภาษาอังกฤษ  #tiengan  #영어를배우다,tiktok
insidr.ai,Education,AI Study Tools,"7 Most Useful AI Tools this week Save for later  Create great how-to & onboarding guides guidde.com  Talk to AI Health assistant, health reports, & more Docus.ai  AI meeting assistant powered by GPT Tldv.io  AI generated ads that gets more sales for less Adcopy.ai  Create stunning designs in seconds with AI Microsoft designer  Making automation easy with AI Bardeen  Supercharge your business with AI Insidr.ai",5,113000,787,1,13,81.88405797,2023-07-06,https://www.tiktok.com/@insidr.ai/video/7252598453321190682,Most useful AI Tools this week 🦸🏼 Insidr.ai - find the best AI Tools to supercharge your business 🦸🏼 Guidde.com - @Guidde how-to guides Docus.ai - AI health assistant  Tldv.io - @tldv.io - AI Meeting Recorder AI Meeting assistant  Adcopy.ai -@AdCopy.ai ads that convert better #artificialintelligence #chatgpt #aitechnology #aiforbusiness #insidrai ,tiktok
lingodeer.app,Education,Language Learning,Language Challenge,14,112900,13600,62,48,1.705438066,2021-08-24,https://www.tiktok.com/@lingodeer.app/video/6999984772806167814,Wow~ Which one is your favorite food?😋😋😋#Chinese #japanese #Korean #fyp #food,tiktok
joinhandshake,Education,Professional Development,(Actually achievable) goals for a good year,8,112600,1496,1,14,119.6599362,2023-01-03,https://www.tiktok.com/@joinhandshake/video/7184490063944863022,Starting small makes a big difference ✨ #NewYear #NewYearResolutions #Goals #2023 #CollegeLife #Productivity #JoinHandshake ,tiktok
mondly.app,Education,Language Learning,FOR vs SINCE  SINCE  I've,15,112300,3549,6,87,4.025089606,2020-11-17,https://www.tiktok.com/@mondly.app/video/6896117636262874374,When to use FOR and when to use SINCE #learnontiktok #lernenmittiktok #invatapetiktok #leeroptiktok #learnenglish #learninglanguages,tiktok
insidr.ai,Education,AI Study Tools,10x Productivity Using AI  Save for later  10x Productivity Using AI,36,112200,396,2,36,81.30434783,2023-06-22,https://www.tiktok.com/@insidr.ai/video/7247395323755105562,10x productivity with @Magical - make tasks disappear and get more done in less time🦸🏼 #getmagical #aiautomation #aiproductivity #productivity #aibusinesstools ,tiktok
uknow.ai_official,Education,AI Study Tools,Are you struggling in school?,15,112200,458,7,6,873.151751,2024-11-12,https://www.tiktok.com/@uknow.ai_official/video/7436322016543690026,Free All-Subjects AI Tutor,tiktok
joinhandshake,Education,Professional Development,Oops It Happened Again,9,112000,1839,9,60,119.0223167,2022-06-28,https://www.tiktok.com/@joinhandshake/video/7114383753186774315,Its that type of tuesday… #oopsithappenedagain #itis4pm #joinhandshake #jobsearch #internship,tiktok
masterclass,Education,Virtual Classrooms,Amy Poehler on Being Halfway In Can't be halfway in.,29,111600,7360,20,138,4.993288591,2023-11-29,https://www.tiktok.com/@masterclass/video/7306981297652583723,@Amy Poehler is no stranger to committing to the bit. #improv #amypoehler #masterclass ,tiktok
retroc_,Education,Exam Preparation,POV : tu as créé l'appli dont tu as toujours rêvé 🙏,0,111500,3554,168,124,21.53133147,2023-06-01,https://www.tiktok.com/@retroc_/photo/7239822498722876698,"On a besoin de vous pour réaliser ce rêve maintenant 🙏  Retroc, la premiere application de troc en France 🇫🇷 #startup #application #businessjourney #entrepreneur #tech ",tiktok
fluenday.japan,Education,Language Learning,英語フレーズ You know me? [ユノミ] (私のこと知ってるでしょ？) ※英会話習得法はInstagramとTwitterで無料解説（プロフへ）  You know me?,10,111200,3560,67,27,3.834482759,2022-04-27,https://www.tiktok.com/@fluenday.japan/video/7091182850002799874,湯飲み？#英語 #英語フレーズ #おすすめのりたい #海外映画 #海外ドラマ #TikTok教室 #英会話 #英語話せるようになりたい,tiktok
fluentjoy_english,Education,Language Learning,"I'm feeling super cool! Yeehaw, let's do this!",19,110800,3234,23,233,6.968553459,2025-01-07,https://www.tiktok.com/@fluentjoy_english/video/7455251334070160647,Playful emojis #learnenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #英語フレーズ #ภาษาอังกฤษวันละคํา #tienganh,tiktok
fluentjoy_app,Education,Language Learning,Quote kwowt kowt,31,110700,2424,12,59,13.84355656,2024-02-02,https://www.tiktok.com/@fluentjoy_app/video/7327544409921211681,Super hard to pronounce English #businesswords! Learn #businessenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #ingleseperitaliani #英語フレーズ  #ภาษาอังกฤษวันละคํา #tiengan,tiktok
fluenday.japan,Education,Language Learning,やっぱりフレンズは 世界共通で最強🤔  ※映画と学べる英会話はFluenDayアプリへ（プロフ）,26,110400,4143,0,23,3.806896552,2024-10-29,https://www.tiktok.com/@fluenday.japan/video/7430778674078584071,やっぱり英語の勉強には「フレンズ」！😂 確かBTSのRMもそうだったよね？！ 色々な洋画を観ながら英語を学びたいと思ったら、 FluenDayへようこそ！🎞️ #おすすめ #tiktok教室 #英語 #英会話 #英語の勉強 #fluenday #english #海外 #英語発音,tiktok
quizlet,Education,Study Aids & Flashcards,"Pookie is a state of mind, ya know what I'm sayin'? I'm your pookie  To: From:",,110200,24000,428,612,4.897777778,2024-02-14,https://www.tiktok.com/@quizlet/photo/7335466165998832938,send these to your pooQie 🥺💙 #fyp #valentinesday #cupid #pookiewookie #sendthistosomeoneyoulove #quizlet #vday ,tiktok
quizlet,Education,Study Aids & Flashcards,What I learned: The test: What I remembered:,10,110200,22800,360,361,4.897777778,2024-01-06,https://www.tiktok.com/@quizlet/video/7321103465017511211,snow is always 🔝 of mind #fyp #whatilearned #testmeme #examtime #coriolanussnow #coriolanussnowedit #tomblyth #quizlet ,tiktok
quizlet,Education,Study Aids & Flashcards,when i hear someone say they study regularly and not just the night before an exam,8,110100,18400,166,1523,4.893333333,2023-04-24,https://www.tiktok.com/@quizlet/video/7225736940535041323,who’s ready for finals?! 🧑‍💻🫠 #fyp #studytok #hamilton #pedrotok #finalsweek #finalsmood #hamiltonmeme ,tiktok
lingodeer.app,Education,Language Learning,Language Challenge,27,109800,13100,69,52,1.658610272,2021-06-25,https://www.tiktok.com/@lingodeer.app/video/6977693412472540422,Someone asked for part three! I couldn't find the comment. Happy Pride! #japanese #Chinese #Korean #foryourpride🏳️‍🌈,tiktok
socratia.app,Education,Language Learning,Je mange une pizza I eat a pizza,18,109700,6785,0,498,4.100934579,2024-01-21,https://www.tiktok.com/@socratia.app/video/7326616759560178976,#learnfrench #learnfrenchwithme #learningfrench #frenchlanguage #studyfrench #learnfrenchonline ,tiktok
retroc_,Education,Exam Preparation,Integrer l’edhec,27,109400,3511,182,78,21.12580863,2023-10-19,https://www.tiktok.com/@retroc_/video/7291745741956074784,La prépa détermine pas l’école que vous intégrez ! Tout est possible en bossant 🙂 #prepa #ecoledecommerce #hec #edhec #étudiant #travail ,tiktok
fluenday.japan,Education,Language Learning,英語フレーズ You wish! [ユー・ウィッシュ] (そうならいいね) ※英会話習得法はInstagramとTwitterで無料解説（プロフへ）  You wish!,9,109400,2558,12,48,3.772413793,2022-06-02,https://www.tiktok.com/@fluenday.japan/video/7104510410593701121,You wish!  #英語 #英語フレーズ #TikTok教室 #おすすめのりたい #英会話 #英語話せるようになりたい #海外映画 #海外ドラマ,tiktok
fluentjoy_app,Education,Language Learning,In conclusion  1. In summary 2. To sum up,19,109200,3537,8,718,13.65597449,2024-03-27,https://www.tiktok.com/@fluentjoy_app/video/7349092809728691488,"Don't always say ""in conclusion""! Learn #businessenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #ingleseperitaliani #英語フレーズ #ภาษาอังกฤษวันละคํา #tiengan",tiktok
fluentjoy_app,Education,Language Learning,Empathy VS Sympathy VS Apathy,14,109100,3813,12,528,13.64346902,2023-10-01,https://www.tiktok.com/@fluentjoy_app/video/7283324847780941088,"Empathy, Sympathy, Apathy. Do you know the difference? Learn #businessenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #inglesparabrasileiros #ingleseperitaliani #英語フレーズ  #ภาษาอังกฤษ  #tiengan  #영어를배우다",tiktok
